operating_point,i_d_A,i_q_A,L_dd_H,L_dq_H,L_qd_H,L_qq_H
47,-1.78,-0.89,0.0019714360374100057,-5.020890739438483e-06,4.438881127247175e-06,0.002170731876736573
48,-0.89,-0.89,0.0019533396787057844,4.632228756573653e-06,1.611420957382012e-05,0.0021689497399542323
49,0.0,-0.89,0.0019127562531782577,2.001918292374172e-06,4.3895708665506444e-05,0.0021615852874974717
50,-8.0,0.0,0.0020362203596213553,-3.084116464774009e-06,-2.787465863168543e-05,0.002186848735836461
51,-7.11,0.0,0.002039649668471911,-6.012956097751002e-06,2.3594869328089703e-06,0.0021915930054057305
52,-6.22,0.0,0.002026823503651517,-2.7302162624170956e-06,1.1621926990561775e-05,0.00219903149577809
53,-5.33,0.0,0.002015268617581799,-8.378320674157225e-06,3.623033748146058e-06,0.0021816530501451124
54,-4.44,0.0,0.0020291808411589535,1.4902940147741572e-06,9.58635094161519e-07,0.0021829108558188764
55,-3.56,0.0,0.002016709847120074,-4.505679594549172e-06,4.270935799520541e-06,0.0021825985649461237
56,-2.67,0.0,0.001986750209695229,-1.3092297558872645e-05,6.6699461395505494e-06,0.002168020931829663
57,-1.78,0.0,0.001980879279808709,-2.578523455226689e-06,5.5631674485955176e-06,0.0021575850012992134
58,-0.89,0.0,0.001956792505113592,-7.69111352174126e-06,1.1447545458033708e-05,0.0021601020053419666
59,0.0,0.0,0.0019075195412095458,-2.6993104970222948e-06,2.2487722294550576e-05,0.0021403642883375843
60,-8.0,0.89,0.002042758857214777,-1.4160091361230254e-06,-5.7324638415169995e-06,0.002168770254060955
61,-7.11,0.89,0.0020364797416290437,-1.1262280657292276e-06,1.384921472556179e-05,0.0021809652108600378
62,-6.22,0.89,0.002025686762137527,-6.26647613380122e-06,3.6274050055054487e-06,0.0021770966669475466
63,-5.33,0.89,0.002024859664600729,-6.055703131837079e-07,-7.3100322725841915e-06,0.0021658903943790634
64,-4.44,0.89,0.0020236678972858323,5.737410039698826e-06,5.019943065294355e-06,0.002161504948809251
65,-3.56,0.89,0.0020053123629401766,-9.540563390669776e-06,3.1973776995961305e-06,0.002163860385361798
66,-2.67,0.89,0.0019925172830057326,-7.597675403258307e-06,-8.059110541460573e-06,0.0021538229862421727
67,-1.78,0.89,0.001976837221447137,-3.4198994878819125e-06,-3.4800453604492704e-06,0.0021444358010362357
68,-0.89,0.89,0.001953218891663989,-1.6009760417076517e-05,-1.1065033878089343e-06,0.002138369520518352
69,0.0,0.89,0.0019328442523189188,-9.777462208178725e-06,-1.783444639039426e-05,0.0021211872867082215
70,-8.0,2.67,0.0020346336406788235,-1.4305867902987372e-05,2.7058999927022636e-05,0.0021839942983879206
71,-7.11,2.67,0.0020346080480074732,-1.7044345518794912e-05,-7.1304577856745426e-06,0.002175051646479828
72,-6.22,2.67,0.0020317957014511223,-1.9200234850060005e-05,-9.618956497191213e-06,0.0021672515298474986
73,-5.33,2.67,0.0020225071350455093,-1.5660905427176616e-05,-1.0352922604550414e-05,0.002171538597688874
74,-4.44,2.67,0.002018024454099869,-2.4245072784310692e-05,-1.712031099177294e-05,0.0021605225736440123
75,-3.56,2.67,0.0020100813817216234,-2.003582395622254e-05,-1.5263476899804104e-05,0.0021555693055458507
76,-2.67,2.67,0.0019878109814720803,-2.3789155917877322e-05,-7.416636794101497e-06,0.00215127935802224
77,-1.78,2.67,0.0019677691998519695,-2.883781350959333e-05,-1.366759129573002e-05,0.002145206468530168
78,-0.89,2.67,0.001948440657301518,-3.0146224038457917e-05,-2.063585098848299e-05,0.002133912042047643
79,0.0,2.67,0.0019254056745490467,-3.6118128195299776e-05,7.012965611853314e-06,0.002130737491817905
80,-8.0,4.44,0.002030650667948646,-1.600537849524332e-05,-4.3100640198819214e-05,0.0021384754848244704
81,-7.11,4.44,0.0020267523713994387,-2.0218876886173714e-05,-1.9589733796686153e-05,0.002134272171822579
82,-6.22,4.44,0.002028498816537638,-2.1340510993237208e-05,-3.4880122117986884e-06,0.002134183235931335
83,-5.33,4.44,0.002014828496200563,-2.4767451382072536e-05,-2.068884142275313e-05,0.00212271785257719
84,-4.44,4.44,0.0020151671638650205,-2.853195878424128e-05,-2.6942396533662094e-05,0.0021254509343527368
85,-3.56,4.44,0.0020064545729453175,-3.0328664180788098e-05,-1.546009357922349e-05,0.002123346721260525
86,-2.67,4.44,0.0019750086429782578,-3.662805144066979e-05,-2.860325855623489e-05,0.0021138047398724545
87,-1.78,4.44,0.0019641284244826425,-4.172977818646048e-05,-3.8036663150841504e-05,0.002104876241523949
88,-0.89,4.44,0.0019387271972291023,-4.527431755567066e-05,-3.001986881241616e-05,0.002103037733138382
89,0.0,4.44,0.0018998256778771788,-5.6363294287651786e-05,-1.4044283272309638e-05,0.002084361340355707
90,-8.0,6.22,0.002011575972711576,-1.84326479537927e-05,2.741257309943866e-06,0.002074072157804523
91,-7.11,6.22,0.0020239966564751695,-2.069356029238672e-05,-1.559802509443816e-05,0.002077236663053624
92,-6.22,6.22,0.002022710212469492,-2.3248939403228835e-05,-3.286234552988751e-05,0.0020740854613917705
93,-5.33,6.22,0.002008170619192527,-3.065916053421325e-05,-2.7749740840393028e-05,0.0020669048456976136
94,-4.44,6.22,0.002006884103133051,-3.1433660768903984e-05,-1.5850765333200005e-05,0.0020721286327242136
95,-3.56,6.22,0.001993894392993391,-3.84378096182289e-05,-3.8583384715937946e-05,0.0020533871693080618
96,-2.67,6.22,0.001965089408221068,-4.552627005241505e-05,-4.4221876141740425e-05,0.0020498874425712924
97,-1.78,6.22,0.0019504690735766342,-5.7481964880897254e-05,-3.498630072235921e-05,0.0020473735173285675
98,-0.89,6.22,0.0019192010165248324,-7.0761745915646e-05,-6.167522309033675e-05,0.0020371591890927256
99,0.0,6.22,0.001866082825789761,-7.328099745598088e-05,-0.0001014359291418021,0.002030528201499326
100,-8.0,8.0,0.002022195952138768,-1.7996780731034667e-05,-1.7811205380500322e-05,0.0020186339631596342
101,-7.11,8.0,0.0020171197885005647,-1.3864312666152234e-05,-1.9563126622188648e-05,0.002003210675801434
102,-6.22,8.0,0.0020085676160539866,-2.6934225230815928e-05,-2.4151646923820103e-05,0.0020106904565168823
103,-5.33,8.0,0.0019984590534692127,-3.218390525533063e-05,-2.4602498757865174e-05,0.0020309638903695786
104,-4.44,8.0,0.0019993793896346743,-3.817263531176798e-05,-5.467689190740213e-05,0.0020189417693494936
105,-3.56,8.0,0.001978110222499028,-3.931379161030771e-05,-6.054304570271736e-05,0.001967981244497218
106,-2.67,8.0,0.0019369203324529245,-5.5641560197806916e-05,-4.0630562515221735e-05,0.0019986072327970224
107,-1.78,8.0,0.0019136574727561806,-7.660778788393108e-05,-6.349317010797585e-05,0.0019811775237297477
108,-0.89,8.0,0.0019071291320789316,-0.00010402928597548489,-6.37105004708989e-05,0.0019543217475043555
109,0.0,8.0,0.0019112697307046567,-8.495252420064742e-05,-3.340155236101691e-05,0.0019939522847978643
